customer_id,first_name,last_name,age,annual_income,credit_score,address,city,state,zip_code,property_type,property_value,loan_amount,down_payment,interest_rate,loan_term_years,origination_date,monthly_payment,current_balance,loan_status,days_delinquent
1159,Jerry,Fischer,33,97820,822,021 Pruitt Orchard,New Michael,NJ,70897,Single Family,705000,425000,280000,4.32,30,12/11/2018,2108.2,379214.12,Current,0
1160,Jeffrey,Wilson,51,50898,764,96590 Timothy Oval Apt. 670,West Monicabury,TX,56290,Single Family,425000,321000,104000,5.68,30,6/1/2022,1859.02,305262.08,Current,0
1161,Chad,Jordan,35,17159,631,5089 Tiffany Skyway,East Kevin,NJ,38964,Condo,265000,163000,102000,7.27,30,3/9/2018,1114.16,143349.44,Current,0
1162,Crystal,Campbell,52,188240,739,891 Stanley Gateway Suite 562,Ritterbury,CO,05604,Single Family,455000,360000,95000,5.92,30,11/10/2022,2139.9,345050,Current,0
1163,Jeremy,Gregory,56,29888,759,28772 Karen Islands,Port Michael,IA,14469,Single Family,290000,208000,82000,5.61,20,1/13/2021,1443.76,185423.33,Current,0
1164,Rebecca,Tucker,36,26299,811,4083 Powell Freeway,South David,TX,07698,Single Family,255000,195000,60000,5.17,30,6/26/2016,1067.16,165885.42,Current,0
1165,Michele,Estrada,54,99836,846,7971 West Crest,Johnsonborough,NY,39849,Single Family,205000,167000,38000,4.78,20,6/14/2022,1081.93,154869.31,Current,0
1166,Chad,Williams,49,202780,638,016 Johnson Plaza Apt. 199,Williamsmouth,NC,87640,Single Family,150000,136000,14000,7.3,30,9/28/2017,932.38,118584.44,Current,0
1167,John,Foster,53,119627,655,837 Cox Center Apt. 758,Gonzalezfurt,TX,18447,Single Family,300000,249000,51000,6.96,30,10/7/2022,1649.92,238267.64,Current,0
1168,Elizabeth,Greene,63,79376,619,571 Katherine Forges Apt. 554,North Tanyahaven,TX,91714,Single Family,390000,293000,97000,7.49,20,6/18/2019,2358.6,249497.64,Current,0
1169,Jason,Smith,42,80610,701,102 Taylor Stravenue Suite 149,East Katherineville,UT,34354,Townhouse,345000,306000,39000,6.44,30,8/23/2018,1922.07,271475.83,Current,0
1170,David,Turner,37,91739,757,16373 Rodriguez Mall,Yangstad,CA,50253,Single Family,295000,271000,24000,5.55,30,12/4/2015,1547.22,227966.2,Current,0
1171,Selena,Clark,36,87506,798,917 Barrett Parkways,Robertborough,NV,20559,Single Family,225000,144000,81000,5.29,30,3/16/2018,798.74,126686.67,Current,0
1172,Ashley,Taylor,36,68913,713,0808 Roberson Orchard,Port Williamfort,PA,37288,Townhouse,490000,385000,105000,6.37,30,2/28/2017,2400.64,331919.91,Delinquent,68
1173,Thomas,Scott,44,63076,694,922 Paul Rapid,Williammouth,PA,45057,Condo,185000,129000,56000,6.83,30,11/21/2021,843.56,121528.75,Current,0
1174,Kristen,Murphy,48,58029,732,669 Joshua Junctions Suite 722,North Normanchester,NY,54506,Single Family,535000,330000,205000,6.28,30,12/17/2021,2038.31,311284.72,Current,0
1175,Lindsey,Smith,47,41069,653,848 Joseph Plaza Apt. 339,Nixonville,CO,10252,Condo,220000,183000,37000,6.92,30,7/22/2021,1207.69,171367.64,Current,0
1176,James,Burgess,53,52035,850,522 Page Trace Suite 879,Michaelport,SD,70095,Condo,250000,225000,25000,4.66,30,5/30/2022,1161.53,213947.92,Delinquent,48
1177,Collin,Thompson,45,25681,591,846 Alexandra Burg Suite 200,South Sonyaport,OK,48183,Single Family,175000,115000,60000,7.67,30,9/14/2017,817.53,100199.07,Current,0
1178,Ryan,James,59,57001,734,2442 Hannah Hill,Lake Christopher,CA,10346,Single Family,280000,248000,32000,6.14,30,12/13/2023,1509.28,242270.74,Current,0
1179,Rodney,Padilla,42,36523,850,057 Christina Spring,Liutown,MI,65812,Single Family,590000,530000,60000,4.4,30,8/7/2020,2654.03,487747.22,Delinquent,80
1180,Stuart,Mason,72,34482,720,863 Schwartz Causeway,Jessicamouth,CO,40921,Townhouse,470000,432000,38000,5.98,30,10/15/2016,2584.51,369720,Current,0
1181,Jessica,Whitaker,51,65509,704,6580 Julia Flats Suite 359,East Melanieburgh,IL,97314,Single Family,590000,409000,181000,6.45,30,4/29/2017,2571.72,353747.13,Current,0
1182,Emily,Drake,36,120091,691,347 Tonya Club,East Aprilberg,AZ,39799,Single Family,470000,431000,39000,6.03,30,4/18/2018,2592.38,379838.7,Current,0
1183,Tracey,Jones,34,94765,705,81606 Hawkins Curve,Farmerton,KY,53830,Condo,210000,150000,60000,6.03,20,7/11/2019,1077.24,127968.75,Current,0
1184,Corey,Hensley,49,27303,829,405 Mckinney Drives,Port Jodi,NH,03480,Single Family,305000,242000,63000,4.74,30,6/27/2020,1260.93,222247.87,Current,0
1185,Richard,Williams,42,36504,580,59094 Tyler Plaza,Nathanchester,NY,03928,Single Family,245000,151000,94000,8.02,30,5/17/2019,1110.09,135830.09,Current,0
1186,Matthew,Smith,52,95835,842,58328 Kristie Estate Suite 886,South Gerald,NC,37876,Single Family,705000,434000,271000,4.53,30,8/21/2020,2206.76,399681.85,Current,0
1187,Michelle,Morse,49,36635,606,3355 Carter Terrace,Lake Lisa,TX,43460,Single Family,200000,170000,30000,7.35,30,5/25/2024,1171.25,167363.43,Current,0
1188,John,Atkins,44,53513,698,015 Allen Row Apt. 056,West Natasha,FL,24719,Condo,565000,427000,138000,6.31,30,2/4/2022,2645.8,403752.22,Default,394
1189,James,Johnston,36,78828,685,4840 Robertson Pass,Port Franciscofort,CA,93798,Single Family,565000,390000,175000,6.72,20,1/16/2017,2958.47,308181.25,Current,0
1190,Shane,Berry,29,36895,767,0435 Stacy Expressway Apt. 133,West Richard,TX,12700,Condo,905000,603000,302000,5.69,30,3/9/2023,3495.99,581280.83,Current,0
1191,Robert,Mckinney,40,63113,592,38612 Stephen Isle Apt. 110,Reginaview,CA,18513,Single Family,295000,246000,49000,7.84,30,1/26/2022,1777.7,232504.17,Current,0
1192,Joshua,Butler,53,30730,756,8193 Russell Mission,Anthonytown,WA,69307,Single Family,515000,309000,206000,5.95,30,4/27/2016,1842.69,262006.25,Delinquent,105
1193,John,Wilson,47,44326,850,5061 Darlene River Apt. 901,Anthonyfort,TX,79525,Townhouse,1135000,1001000,134000,4.58,30,1/9/2020,5119.61,911419.77,Current,0
1194,Sandra,Smith,32,70255,610,144 Juan Mill Suite 607,Lake Monicachester,MN,79084,Single Family,265000,166000,99000,7.46,30,11/17/2015,1156.15,139509.17,Current,0
1195,Scott,Nguyen,46,26998,735,326 Choi Divide,New Nicholashaven,WI,13624,Single Family,170000,113000,57000,5.93,30,4/20/2021,672.41,105330.65,Current,0
1196,Michelle,Solis,48,74625,667,508 David Avenue Suite 881,East Craig,CA,48018,Single Family,140000,103000,37000,6.59,30,7/21/2018,657.14,91221.76,Current,0
1197,Andrea,Montgomery,36,59289,754,53682 Jack Ridges Suite 312,Phyllisland,HI,15361,Condo,515000,396000,119000,5.72,30,1/15/2021,2303.41,367381.67,Current,0
1198,Brent,Collier,46,78924,721,781 Powers Glen,Mcneilville,NY,12973,Single Family,140000,101000,39000,6.39,30,9/30/2022,631.1,96613.98,Current,0
1199,Yvette,Gillespie,45,66967,668,97552 Craig River,Marshallchester,IL,35130,Single Family,300000,214000,86000,7,30,2/12/2023,1423.75,206044.35,Current,0
1200,Mary,Davis,33,118429,759,57759 Steele Drives,Taylortown,VA,44250,Single Family,450000,422000,28000,5.96,30,1/7/2020,2519.26,384195.83,Delinquent,81
1201,Tanya,Richard,48,63743,850,6205 Kristen Station Suite 452,Thomasview,CA,42222,Single Family,395000,326000,69000,4.44,20,8/1/2023,2051.89,311669.58,Current,0
1202,Sara,Sanchez,50,48305,704,7754 Arnold Extensions Apt. 428,West Diana,NH,16718,Condo,450000,274000,176000,6.66,30,11/19/2021,1760.8,258105.46,Current,0
1203,Melinda,Chapman,55,63650,777,1108 Lisa Prairie,Summerville,NY,24437,Single Family,405000,304000,101000,5.41,30,5/9/2022,1708.95,288771.85,Current,0
1204,Gabriel,Warren,55,78562,616,308 Stephens Plains Suite 256,Vasquezshire,NC,76052,Single Family,685000,621000,64000,7.83,20,6/13/2019,5128.78,528583.12,Current,0
1205,Todd,Foster,31,61355,643,427 Randy Parkway,East Jeffrey,FL,28328,Single Family,225000,159000,66000,7.18,30,10/18/2021,1077.12,149540.97,Current,0
1206,Jason,Collins,35,61102,757,392 Sean Fall,Port Sheri,IN,76814,Single Family,260000,165000,95000,5.85,30,5/7/2024,973.4,162303.47,Current,0
1207,Richard,Morgan,50,42151,838,750 Kathleen Fort,Lake Christopher,TX,10834,Townhouse,245000,212000,33000,4.95,20,1/20/2016,1393.26,162194.72,Current,0
1208,Brian,Cook,50,42983,748,5303 Hughes Motorway,Lake Richardville,CT,30846,Single Family,550000,447000,103000,5.78,30,2/21/2022,2617.1,423015.14,Current,0
1209,Nicholas,Jackson,50,29694,694,51844 Nicholas Lane,East John,TX,06933,Townhouse,570000,456000,114000,6.57,30,2/26/2020,2903.25,416205.56,Current,0
1210,Tricia,Dixon,75,143600,719,184 Kaufman Fork Suite 557,Markmouth,NJ,36744,Single Family,455000,282000,173000,6.46,30,5/3/2020,1775.02,258265,Default,333
1211,Joseph,Wilson,50,32147,619,082 Martin Club Suite 322,Kathleenberg,PA,41328,Single Family,655000,425000,230000,7.47,30,9/2/2022,2962.94,405993.06,Delinquent,76
1212,Kristen,Hicks,56,42343,768,9136 Cortez Orchard,Robertberg,OH,72617,Condo,200000,164000,36000,5.3,30,3/8/2017,910.7,141450,Current,0
1213,Spencer,Bullock,54,41806,790,3926 John Crossroad Apt. 280,Lake Rebeccafurt,FL,99439,Single Family,835000,562000,273000,5.71,30,6/1/2018,3265.41,496433.33,Delinquent,59
1214,Rodney,Bailey,51,93663,683,24286 Natalie Stream,Port Jamesburgh,NJ,71451,Condo,775000,602000,173000,6.57,30,7/14/2018,3832.81,532965.09,Delinquent,75
1215,Susan,Luna,41,51664,682,37977 Jeffrey Loop Apt. 929,East Cynthiabury,TX,10942,Townhouse,525000,415000,110000,6.71,20,1/15/2017,3145.65,327907.64,Current,0
1216,Wendy,Fuentes,52,111733,741,57991 Nicholas Curve Apt. 038,South Marcus,MD,93930,Single Family,885000,619000,266000,6.14,30,3/29/2018,3767.12,544949.26,Current,0
1217,Angela,Briggs,37,42756,685,91279 Natalie Place Apt. 172,Webbstad,WA,72451,Single Family,160000,149000,11000,6.52,30,2/11/2022,943.74,140936.06,Current,0
1218,Jennifer,Young,42,68837,714,686 Golden Square,Lake Molly,MA,76176,Condo,280000,251000,29000,6.06,30,1/29/2021,1514.57,233023.29,Current,0
1219,Eric,Thomas,40,39432,850,76599 Ronald Glens Suite 314,Hayesborough,CA,91003,Single Family,250000,213000,37000,4.55,30,6/22/2019,1085.58,191956.39,Current,0
1220,Kenneth,Gonzalez,45,175006,700,3009 April Lane Apt. 565,Howellside,KY,72074,Single Family,520000,326000,194000,6.09,30,1/7/2025,1973.44,324370,Default,323
1221,Tanya,Morrison,68,33064,691,69448 Cunningham Ridge,Wilsonview,VA,39456,Single Family,215000,137000,78000,6.5,30,10/1/2015,865.93,114838.98,Current,0
1222,Beth,Wolf,26,69906,668,636 White Points Suite 449,Matthewburgh,IL,72900,Single Family,530000,409000,121000,6.91,30,7/27/2021,2696.41,383096.67,Current,0
1223,Amy,Rios,51,82198,779,621 Sean Squares Apt. 138,Matthewfort,TX,86733,Condo,720000,472000,248000,5.37,30,3/6/2016,2641.59,399080.37,Current,0
1224,Julie,Thompson,28,73637,705,8902 Oconnell Avenue Apt. 279,Alvaradomouth,TX,39500,Single Family,515000,485000,30000,6.07,20,7/3/2020,3494.3,425823.26,Current,0
1225,Brian,Mejia,40,54576,668,14351 Jenny Locks Suite 902,Bryanstad,IL,13665,Single Family,415000,272000,143000,7.18,30,8/6/2022,1842.62,259495.56,Current,0
1226,Breanna,Snyder,55,56111,825,0384 Arthur Rapid Apt. 920,Mayside,CA,53408,Single Family,220000,170000,50000,4.84,30,2/28/2021,896.05,158060.65,Current,0
1227,Wesley,Webster,45,61200,833,02146 Caldwell Lodge Apt. 801,North Jeremy,OK,99106,Single Family,235000,171000,64000,5.01,30,8/8/2021,919.01,160265,Current,0
1228,Melissa,Wolf,34,55631,671,489 Bailey Via,Greerville,ID,05840,Single Family,675000,556000,119000,6.77,30,1/25/2023,3613.6,534866.85,Current,0
1229,Eric,Cole,37,96949,580,93769 Jose Lodge Apt. 818,Davidstad,SC,41381,Condo,535000,345000,190000,7.82,30,10/11/2015,2488.33,289352.78,Current,0
1230,Susan,Glass,51,180821,800,1848 Benson Lane Suite 357,Shaunside,MA,55573,Single Family,355000,266000,89000,5.2,30,10/2/2022,1460.63,254473.33,Current,0
1231,Christopher,Cunningham,37,45309,665,071 Jones Roads Apt. 356,Port Teresaburgh,MI,12686,Condo,295000,205000,90000,6.85,30,12/16/2016,1343.28,176034.26,Current,0
1232,Jacob,Reid,47,30185,783,804 Justin Locks Suite 182,Wilkinshaven,RI,86732,Condo,130000,118000,12000,5.13,30,12/7/2017,642.86,103271.85,Current,0
1233,Brooke,Weber,45,57289,580,5394 Stacey Springs Apt. 733,East Mary,KS,44182,Single Family,210000,129000,81000,8.29,30,10/17/2024,972.76,127865.28,Current,0
1234,Emma,Lin,38,217478,791,3333 Moore Coves,Port Alvin,MA,35765,Single Family,940000,865000,75000,5.14,30,11/7/2019,4717.8,785067.59,Current,0
1235,Joe,Burton,66,40061,623,79080 Watson Island,Aliciaberg,IA,97637,Single Family,190000,169000,21000,7.07,30,10/6/2022,1132.32,161707.96,Current,0
1236,David,Hernandez,51,135884,778,472 Sanders Terrace Apt. 086,Port Amandaside,IN,07323,Single Family,400000,282000,118000,5.7,30,12/5/2024,1636.73,280159.17,Delinquent,50
1237,Pamela,Jones,24,138531,721,085 Dalton Trail Apt. 718,Lake Stacey,MO,18443,Condo,600000,526000,74000,6.07,30,2/19/2020,3177.35,479926.3,Current,0
1238,John,Ramos,46,45397,643,0036 Mark Ridge Suite 284,West Erik,TN,09511,Condo,195000,119000,76000,7.06,20,9/15/2016,926.9,93018.33,Current,0
1239,Brooke,Turner,38,79578,687,7955 Victor Fords,Lake Cynthia,IN,12863,Single Family,395000,371000,24000,6.26,30,5/30/2017,2286.72,321413.1,Current,0
1240,Christine,Hill,53,135158,774,556 Hayes Ports Apt. 931,Port Sarah,MO,77611,Single Family,580000,455000,125000,5.83,30,6/13/2016,2678.43,386792.13,Current,0
1241,Robert,Brown,37,49535,728,86632 Thomas Branch Apt. 672,New Sheri,NC,01026,Townhouse,365000,258000,107000,5.82,30,4/2/2019,1517.11,231543.06,Current,0
1242,Brandy,Romero,43,54079,766,4489 Raymond Spurs Apt. 034,Garrisonview,GA,14503,Townhouse,1520000,1105000,415000,5.6,30,10/8/2023,6343.57,1076096.06,Current,0
1243,Alexandra,Collins,50,44764,850,175 Ward Points Suite 506,South Kennethhaven,GA,63019,Single Family,155000,97000,58000,4.68,30,10/21/2021,501.91,91242.87,Current,0
1244,Sarah,Hayes,53,36049,594,9399 Tiffany Haven,Englishmouth,VA,06074,Single Family,615000,582000,33000,7.9,30,4/24/2021,4230.01,542607.22,Current,0
1245,James,Brown,32,43276,849,8771 Austin Mountain Apt. 256,Derekport,OK,62003,Single Family,330000,203000,127000,4.5,30,3/18/2022,1028.57,192342.5,Current,0
1246,Jennifer,Decker,41,32469,728,12535 Delgado Station Suite 964,North Johnside,NJ,47834,Townhouse,535000,444000,91000,5.74,30,4/13/2023,2588.24,428727.22,Current,0
1247,John,Jones,40,60903,648,9876 Ivan Brooks Apt. 341,Jasonland,NC,53714,Single Family,450000,340000,110000,6.96,30,6/23/2023,2252.9,329422.22,Current,0
1248,Randy,Lin,38,40742,613,61117 Anthony Locks,Port Robertberg,AZ,71537,Single Family,250000,233000,17000,7.61,30,5/6/2017,1646.76,201598.94,Current,0
1249,Emily,Wyatt,62,67298,704,49216 Perez Street,Carsonbury,NY,14511,Single Family,405000,278000,127000,6.24,20,5/31/2017,2030.36,222284.17,Current,0
1250,Kevin,Gilbert,49,27503,793,2282 Austin Knolls Suite 778,Hartmanchester,MS,35141,Single Family,145000,114000,31000,5.28,20,11/12/2023,770.09,109804.17,Current,0
1251,Leslie,Hunter,32,70646,709,728 Brittany Motorway Suite 884,Vargasbury,NV,21316,Single Family,490000,377000,113000,6.46,30,9/20/2021,2372.99,354083.29,Current,0
1252,Karen,Ford,54,90832,840,8317 Diaz Green Apt. 400,Chadview,IN,77945,Townhouse,420000,355000,65000,4.82,30,1/16/2017,1866.86,305349.31,Current,0
1253,Charles,Spencer,66,22096,603,4780 Arroyo Neck,South David,CA,74057,Single Family,500000,312000,188000,7.46,30,10/12/2023,2173.01,303896.67,Current,0
1254,Stephen,Conner,55,72188,719,64930 Lopez Points Suite 632,East Scott,CT,32951,Single Family,615000,411000,204000,6.64,30,2/12/2021,2635.76,381830.42,Current,0
1255,Yolanda,Huang,29,110618,619,3416 Zachary Union Suite 484,Kathleentown,VA,11250,Single Family,435000,294000,141000,7.65,20,3/26/2019,2395.48,248634.17,Current,0
1256,Wendy,Cole,40,32702,749,12241 Williamson Groves Suite 350,New Larryville,LA,44287,Single Family,390000,335000,55000,5.81,30,6/28/2024,1967.76,330331.71,Delinquent,104
1257,Charles,Pacheco,57,138176,790,80214 Martinez Mill,Hallmouth,MI,22570,Single Family,235000,157000,78000,5.5,30,10/23/2024,891.43,155662.59,Current,0
1258,Jason,Pearson,37,73829,686,12073 Fisher Turnpike,Lynnside,CA,24766,Single Family,255000,204000,51000,7.1,30,12/24/2015,1370.95,171794.44,Current,0
1259,Joseph,Morris,49,42087,580,7051 Brian Trail Suite 187,Hernandezmouth,AZ,85499,Single Family,655000,442000,213000,7.71,30,12/3/2023,3154.33,431584.35,Current,0
1260,Sarah,Alvarez,52,58228,735,46013 Wise Mills,Stefanieton,OK,75082,Single Family,745000,672000,73000,5.95,30,6/20/2017,4007.4,582835.56,Default,499
1261,Nicole,Hernandez,35,79155,754,037 Adriana Fords,Masseyview,NE,92342,Single Family,320000,298000,22000,5.27,30,8/31/2021,1649.26,279609.54,Current,0
1262,Natasha,Brown,44,62193,752,4520 Jon Route Suite 350,Lake Stevenshire,MS,14115,Single Family,370000,289000,81000,5.81,30,7/9/2015,1697.56,241127.69,Current,0
1263,Mike,Garcia,22,78384,818,36502 Richards Locks,Lake Heather,FL,83186,Townhouse,230000,166000,64000,4.99,30,7/26/2021,890.11,155478.98,Current,0
1264,Eric,Nolan,34,37785,634,09792 Townsend Gateway,Blakebury,PA,02708,Townhouse,650000,443000,207000,7.29,30,9/7/2016,3034.07,378354.81,Current,0
1265,Martha,Cooper,42,65165,774,1950 Michael Drives,North Whitneystad,CO,62146,Single Family,505000,312000,193000,5.35,30,11/19/2015,1742.25,262238.89,Current,0
1266,Jade,Klein,32,29529,815,73585 Quinn Brooks,Port Melissa,CT,29129,Single Family,955000,663000,292000,4.54,30,4/14/2019,3375.1,595380.14,Current,0
1267,Cheryl,Wagner,61,56635,580,2407 Hansen Plains Suite 392,Copelandchester,MI,96019,Townhouse,235000,195000,40000,8.07,30,7/22/2017,1440.37,169415.28,Current,0
1268,Vanessa,Thompson,30,38103,745,7498 Casey Drives Suite 448,Brownville,GA,93321,Single Family,300000,236000,64000,6.15,30,2/21/2023,1437.78,227324.81,Current,0
1269,Destiny,Wright,40,41450,679,0862 Christine Lakes Apt. 518,Meganview,FL,17102,Condo,405000,377000,28000,6.6,30,7/12/2018,2407.74,333732.27,Current,0
1270,Alan,Kim,46,111085,713,87829 Morris Row Suite 118,Daniellemouth,NC,22700,Townhouse,500000,369000,131000,6.36,30,2/22/2021,2298.46,342982.08,Delinquent,77
1271,Lisa,Gonzales,59,103327,747,22031 Lee Bypass,Estradaview,NC,97214,Single Family,325000,274000,51000,5.52,30,3/27/2023,1559.18,264359.26,Current,0
1272,Kevin,Mills,30,81192,681,789 Williams Forges Apt. 037,Christopherville,TX,89950,Single Family,235000,181000,54000,6.78,30,4/23/2019,1177.57,162615.09,Delinquent,91
1273,Elizabeth,Moore,56,34677,665,0586 Bauer Centers,Sanchezfort,MD,67306,Townhouse,565000,440000,125000,6.82,30,5/24/2018,2874.34,388503.7,Current,0
1274,Sheila,Watson,45,51113,722,014 Shirley Path Apt. 138,New Ryan,CA,31773,Single Family,520000,361000,159000,6.01,30,2/16/2024,2166.7,353746.57,Current,0
1275,Dennis,Campbell,35,109815,633,38392 Reese Trafficway Suite 761,Daltonfort,GA,53966,Single Family,230000,175000,55000,7.16,30,2/3/2021,1183.14,162506.94,Default,177
1276,Darrell,Ortiz,49,64271,633,86852 Mahoney Island,Obrienfurt,WV,01193,Single Family,715000,547000,168000,7.23,30,9/26/2019,3724.09,495389.54,Current,0
1277,Daniel,Morgan,46,190931,774,6659 Anna Forest Suite 845,New Danielville,NY,89814,Single Family,650000,551000,99000,5.56,20,8/23/2020,3808.96,485721.81,Current,0
1278,Angela,Harper,38,72887,628,6004 Zachary Hollow Apt. 433,North Tammybury,OH,69048,Single Family,385000,358000,27000,7.12,30,2/16/2025,2410.7,356872.96,Current,0
1279,Joseph,Mccormick,45,65909,773,48889 Clinton Mount Suite 224,Bettychester,AL,36324,Condo,375000,268000,107000,5.42,30,11/8/2020,1508.25,247788.33,Current,0
1280,Cassandra,Holland,41,51300,757,334 Davis Locks Apt. 157,Higginston,MO,76089,Townhouse,480000,295000,185000,5.7,20,2/7/2020,2062.73,255994.44,Delinquent,47
1281,Jennifer,Jones,46,64008,581,9194 Jessica Ports,Deborahmouth,AZ,96164,Single Family,235000,182000,53000,7.77,30,4/25/2017,1306.39,157379.44,Current,0
1282,James,Davis,51,55479,665,05566 Molly Forks Apt. 604,Berryhaven,NJ,25083,Single Family,370000,293000,77000,7.26,30,3/15/2019,2000.76,262709.77,Current,0
1283,Cynthia,Gregory,60,85311,815,8925 Eric Spring,South Lisachester,UT,65073,Single Family,125000,82000,43000,4.78,30,3/27/2017,429.23,70797.13,Current,0
1284,Joseph,Mitchell,32,96602,641,9981 Ryan Turnpike Suite 225,East Ashleytown,WA,72271,Single Family,560000,485000,75000,7.08,30,11/4/2017,3252.82,423723.84,Current,0
1285,Tracy,Cummings,66,40417,682,9086 Miller Parkway,Coreychester,NV,31684,Single Family,165000,156000,9000,6.48,30,2/25/2019,983.98,139742.78,Current,0
1286,Rebecca,Douglas,25,30773,756,227 Tony Run Apt. 898,Lake Stephenview,MI,08282,Townhouse,770000,717000,53000,6.08,30,10/20/2023,4335.72,698643.47,Current,0
1287,Meghan,Escobar,43,23906,782,14659 Daniel Loop,Lorettastad,VA,56825,Condo,305000,204000,101000,5.49,30,9/4/2019,1157.01,184544.44,Current,0
1288,Christopher,Marks,50,77188,699,5355 Kayla Extension Suite 979,Teresabury,NC,28158,Single Family,325000,295000,30000,6.27,30,11/20/2017,1820.2,257947.45,Current,0
1289,Rodney,Cook,47,34486,672,0335 Katherine Walk,Seanton,CA,80881,Single Family,265000,224000,41000,7.03,30,10/6/2021,1494.79,210549.63,Current,0
1290,Joshua,Aguilar,38,20405,833,03924 Matthew Unions,Stephenview,MI,87910,Single Family,315000,239000,76000,4.76,30,2/3/2016,1248.18,201722.64,Current,0
1291,Adam,Thomas,42,72714,850,7705 Jody Forest,East Angela,FL,51414,Single Family,735000,580000,155000,4.55,30,7/28/2019,2956.03,523664.81,Current,0
1292,Kellie,Bailey,40,208251,798,848 Dean Divide,Joystad,MI,25728,Single Family,105000,94000,11000,5.11,30,12/13/2023,510.95,91828.43,Current,0
1293,Dana,Ponce,39,59693,726,9804 Brian Flats,Port Vincent,MA,69678,Single Family,685000,526000,159000,5.96,30,9/13/2018,3140.12,467165.93,Current,0
1294,Jose,Hale,53,91057,655,70164 Lin Brook Suite 636,West Michaelside,NM,38866,Townhouse,430000,314000,116000,7.1,30,9/23/2017,2110.18,273717.87,Current,0
1295,Joyce,Myers,48,62375,653,7981 James Mount,West Maria,IN,45624,Single Family,200000,155000,45000,6.94,30,9/25/2018,1024.98,137749.07,Current,0
1296,Andrea,Larson,38,56986,761,38457 Garner Brook,Lake Christopherfurt,CA,18354,Single Family,210000,169000,41000,6.02,30,11/24/2016,1015.41,144948.8,Current,0
1297,Ronald,Hurley,53,94801,753,554 Wendy Parkway Suite 046,Christyburgh,MS,53522,Condo,840000,560000,280000,5.5,30,3/18/2016,3179.62,473796.3,Current,0
1298,Alec,Collins,48,51785,832,432 Prince Shoals,Harrisfort,TX,77934,Single Family,225000,206000,19000,5.04,20,8/10/2015,1364.06,155272.5,Current,0
1299,Charles,Bennett,53,68439,772,68936 Ashley Meadow,Matthewmouth,NC,54442,Single Family,205000,171000,34000,5.49,30,5/23/2017,969.85,148089.17,Current,0
1300,Nicole,Conner,51,70323,599,578 Jamie Dam Apt. 248,Kariburgh,IL,76304,Single Family,640000,526000,114000,7.81,30,2/16/2021,3790.16,488766.02,Current,0
1301,Rebecca,Li,36,42871,804,2925 Angela Stravenue,Allenborough,VA,38205,Single Family,430000,273000,157000,5.26,30,1/4/2019,1509.21,243892.64,Current,0
1302,Amy,Santiago,39,98324,640,52056 Turner Summit,Reginaside,TX,35806,Condo,225000,183000,42000,7.1,30,6/30/2016,1229.82,155710.97,Current,0
1303,Mary,Calderon,52,54859,689,31220 Obrien Ridge Apt. 933,Katherineside,FL,33141,Single Family,405000,260000,145000,6.76,30,3/6/2021,1688.08,241812.04,Current,0
1304,Brandi,Rodgers,51,41033,740,1728 Joseph Landing,South Christine,AR,81291,Condo,215000,135000,80000,5.38,30,7/21/2024,756.38,133262.5,Current,0
1305,Earl,Jennings,44,78296,850,7722 Jeremy Lodge,East Clarencefurt,PA,16838,Single Family,630000,494000,136000,4.36,20,5/9/2022,3088.08,456881.39,Delinquent,88
1306,David,Fox,46,38207,850,6333 Gregory Mill,Dustinmouth,TX,93156,Single Family,615000,456000,159000,4.32,30,2/5/2024,2261.97,446605.56,Current,0
1307,Kyle,Lucas,57,60724,768,573 Sullivan Canyon Suite 569,Randyfurt,WA,55580,Condo,475000,383000,92000,5.31,30,5/27/2019,2129.2,344700,Current,0
1308,Rachel,Henderson,39,59602,705,177 Natalie Gardens,Port Stephanieport,TX,33924,Single Family,435000,275000,160000,6.34,30,1/11/2023,1709.35,264369.21,Current,0
1309,Laura,Cox,50,103048,762,086 James Mill Suite 447,West Yvonnemouth,NY,85479,Single Family,875000,657000,218000,5.72,30,4/2/2023,3821.56,634065.83,Current,0
1310,Michelle,Cox,42,75913,791,4908 Steven Rue,East Amyview,MO,79833,Single Family,360000,238000,122000,5.41,30,4/6/2020,1337.93,217670.83,Current,0
1311,Rachel,White,42,59130,694,81298 Phillip Islands Suite 027,South Jeffreybury,AZ,65732,Single Family,200000,189000,11000,6.57,30,12/15/2020,1203.32,175070,Current,0
1312,Jason,Lewis,55,90119,850,1452 Christopher Squares,East Scott,FL,00691,Single Family,455000,362000,93000,4.37,30,3/5/2021,1806.35,336660,Current,0
1313,John,Meza,53,119983,738,518 Acosta Pass Apt. 686,East Alexander,MI,15523,Single Family,1030000,866000,164000,6.03,30,5/26/2021,5208.82,808667.59,Current,0
1314,Curtis,Tucker,53,79135,759,59222 Kayla Center,North Meredith,NY,53656,Single Family,220000,157000,63000,5.7,20,9/15/2018,1097.79,130680.69,Current,0
1315,Kimberly,Perez,58,60185,773,4742 Rachel Flats Apt. 940,Masseychester,NJ,77930,Single Family,300000,190000,110000,5.69,30,5/8/2022,1101.56,180473.61,Current,0
1316,Nicole,Taylor,45,31073,753,7809 Young Radial Suite 767,South Jacob,PA,25557,Townhouse,445000,419000,26000,5.91,20,10/23/2018,2980.13,349865,Current,0
